time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
65,3479,0,0,3,0,0,0
70,6382,0,0,21,0,0,0
75,9230,0,0,22,0,0,0
80,12393,0,0,22,0,0,0
85,15571,0,0,29,0,0,0
90,18650,0,0,29,0,0,0
95,21832,0,0,29,0,0,0
100,25027,0,0,29,0,0,0
105,28157,0,0,29,0,0,0
110,31292,0,0,44,0,0,0
115,34351,0,0,44,0,0,0
120,37786,0,0,44,0,0,0
