time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
65,185,10,5,28,8,10,12
70,411,9,5,28,7,9,11
75,620,9,5,56,7,8,11
80,860,9,5,56,7,8,10
85,1085,9,4,56,7,8,10
90,1353,8,4,56,6,8,10
95,1624,8,4,56,6,7,9
100,1893,8,4,56,6,7,9
105,2163,8,4,56,6,7,9
110,2363,8,4,56,6,7,9
115,2550,8,4,56,6,7,9
120,2766,8,4,56,6,7,9
