time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0, 48, 40.895833, 3, 90, 26, 38, 58
1, 50, 38.880000, 1, 87, 28, 38, 51
