time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
5,4731,0,0,2,0,0,0
10,9124,0,0,3,0,0,0
15,13474,0,0,23,0,0,0
20,17553,0,0,23,0,0,0
25,21552,0,0,23,0,0,0
30,25706,0,0,23,0,0,0
35,29951,0,0,23,0,0,0
40,34171,0,0,23,0,0,0
45,38320,0,0,23,0,0,0
50,42606,0,0,27,0,0,0
55,46967,0,0,27,0,0,0
60,50977,0,0,27,0,0,0
