time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0, 148, 12.804054, 3, 31, 10, 12, 15
1, 156, 12.358974, 2, 37, 9, 12, 15
