time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0, 110, 17.409091, 3, 37, 13, 16, 22
1, 89, 21.820225, 5, 51, 15, 21, 27
2, 1, 19.000000, 19, 19, 19, 19, 19
