time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0, 137, 13.970803, 3, 44, 10, 12, 18
1, 178, 10.573034, 2, 31, 8, 10, 13
