time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
65,256,7,5,18,6,7,8
70,482,8,4,24,6,7,9
75,684,8,4,48,7,8,9
80,893,8,4,48,7,8,10
85,1125,8,4,48,7,8,10
90,1400,8,4,48,6,8,9
95,1676,8,4,48,6,7,9
100,1959,8,4,48,6,7,9
105,2248,7,4,48,6,7,8
110,2542,7,4,48,6,7,8
115,2830,7,4,48,6,7,8
120,3124,7,4,48,6,7,8
