time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
65,3549,0,0,22,0,0,0
70,6408,0,0,41,0,0,0
75,9866,0,0,41,0,0,0
80,13495,0,0,41,0,0,0
85,17154,0,0,41,0,0,0
90,20769,0,0,41,0,0,0
95,23969,0,0,41,0,0,0
100,26599,0,0,41,0,0,0
105,30028,0,0,41,0,0,0
110,33387,0,0,41,0,0,0
115,37062,0,0,41,0,0,0
120,40932,0,0,41,0,0,0
